,video_name,question,answer_number,question_id,question_type,a0,a1,a2,a3,answer
184,727IZ_17.1_21.5,Which object was put down by the person?,0,Interaction_T1_1478,Interaction_T1,The paper/notebook.,The book.,The food.,The clothes.,The paper/notebook.
185,Q5YDL_13_17.8,Which object was closed by the person?,2,Interaction_T1_1510,Interaction_T1,The box.,The refrigerator.,The laptop.,The book.,The laptop.
186,Q5YDL_15.8_20.3,Which object was closed by the person?,3,Interaction_T1_1513,Interaction_T1,The door.,The closet/cabinet.,The window.,The laptop.,The laptop.
187,EEGGA_0_5.3,Which object was put down by the person?,0,Interaction_T1_1537,Interaction_T1,The blanket.,The paper/notebook.,The clothes.,The towel.,The blanket.
188,X8JVY_4.4_10.1,Which object was taken by the person?,2,Interaction_T1_1539,Interaction_T1,The phone/camera.,The shoe.,The book.,The clothes.,The book.
189,IIW0F_7_15.9,Which object was put down by the person?,3,Interaction_T1_1545,Interaction_T1,The towel.,The book.,The box.,The blanket.,The blanket.
190,IIW0F_7_14.3,Which object was tidied up by the person?,0,Interaction_T1_1546,Interaction_T1,The towel.,The closet/cabinet.,The broom.,The table.,The towel.
191,W0XPU_0_6.1,Which object was taken by the person?,2,Interaction_T1_1560,Interaction_T1,The dish.,The box.,The shoe.,The cup/glass/bottle.,The shoe.
192,W0XPU_20.9_26,Which object was eaten by the person?,3,Interaction_T1_1561,Interaction_T1,The door.,The medicine.,The paper/notebook.,The sandwich.,The sandwich.
193,W0XPU_0.3_6.5,Which object was put down by the person?,2,Interaction_T1_1562,Interaction_T1,The paper/notebook.,The dish.,The shoe.,The book.,The shoe.
194,W0XPU_17.3_24.3,Which object was taken by the person?,0,Interaction_T1_1563,Interaction_T1,The sandwich.,The paper/notebook.,The blanket.,The towel.,The sandwich.
195,DMO76_17.9_22.8,Which object was put down by the person?,3,Interaction_T1_1590,Interaction_T1,The cup/glass/bottle.,The broom.,The food.,The phone/camera.,The phone/camera.
196,QASDI_0_6,Which object was taken by the person?,3,Interaction_T1_1600,Interaction_T1,The cup/glass/bottle.,The towel.,The book.,The laptop.,The laptop.
197,AMT7R_4.3_12.5,Which object was put down by the person?,3,Interaction_T1_1607,Interaction_T1,The book.,The broom.,The bag.,The picture.,The picture.
198,AMT7R_0_4.9,Which object was taken by the person?,2,Interaction_T1_1608,Interaction_T1,The pillow.,The phone/camera.,The picture.,The shoe.,The picture.
199,SANRG_14.5_19.1,Which object was put down by the person?,1,Interaction_T1_1645,Interaction_T1,The phone/camera.,The blanket.,The book.,The food.,The blanket.
200,13IS9_18_23.5,Which object was closed by the person?,3,Interaction_T1_1656,Interaction_T1,The book.,The window.,The closet/cabinet.,The laptop.,The laptop.
201,13IS9_17_23.3,Which object was taken by the person?,3,Interaction_T1_1657,Interaction_T1,The sandwich.,The cup/glass/bottle.,The food.,The laptop.,The laptop.
202,YACA8_15.9_23.9,Which object was taken by the person?,1,Interaction_T1_1668,Interaction_T1,The sandwich.,The shoe.,The food.,The book.,The shoe.
203,VS7VS_17.6_25.5,Which object was thrown by the person?,2,Interaction_T1_1671,Interaction_T1,The pillow.,The bag.,The book.,The blanket.,The book.
204,VS7VS_12_19.1,Which object was put down by the person?,3,Interaction_T1_1672,Interaction_T1,The clothes.,The towel.,The blanket.,The book.,The book.
205,TIPFG_5.3_13.5,Which object was taken by the person?,0,Interaction_T1_1680,Interaction_T1,The shoe.,The box.,The dish.,The bag.,The shoe.
206,TIPFG_10.6_19,Which object was put down by the person?,0,Interaction_T1_1681,Interaction_T1,The box.,The dish.,The food.,The cup/glass/bottle.,The box.
207,TIPFG_10.5_16.3,Which object was closed by the person?,3,Interaction_T1_1682,Interaction_T1,The book.,The door.,The laptop.,The box.,The box.
208,RRQEV_0_8.5,Which object was tidied up by the person?,2,Interaction_T1_1684,Interaction_T1,The table.,The closet/cabinet.,The clothes.,The blanket.,The clothes.
209,RRQEV_0_3.9,Which object was taken by the person?,0,Interaction_T1_1685,Interaction_T1,The blanket.,The clothes.,The towel.,The cup/glass/bottle.,The blanket.
210,3T785_14.1_20.3,Which object was taken by the person?,0,Interaction_T1_1710,Interaction_T1,The laptop.,The bag.,The broom.,The blanket.,The laptop.
211,3T785_16.1_24.1,Which object was put down by the person?,3,Interaction_T1_1711,Interaction_T1,The book.,The pillow.,The towel.,The laptop.,The laptop.
212,3T785_2.3_7.2,Which object was taken by the person?,0,Interaction_T1_1712,Interaction_T1,The clothes.,The shoe.,The food.,The phone/camera.,The clothes.
213,U33ZS_7.6_14.8,Which object was opened by the person?,1,Interaction_T1_1714,Interaction_T1,The box.,The laptop.,The book.,The window.,The laptop.
214,L29HE_9.3_16.4,Which object was taken by the person?,0,Interaction_T1_1743,Interaction_T1,The broom.,The food.,The bag.,The sandwich.,The broom.
215,V3SOF_32.5_38.9,Which object was closed by the person?,2,Interaction_T1_1761,Interaction_T1,The closet/cabinet.,The box.,The refrigerator.,The book.,The refrigerator.
216,V3SOF_0.4_8.2,Which object was put down by the person?,3,Interaction_T1_1764,Interaction_T1,The food.,The picture.,The blanket.,The dish.,The dish.
217,V3SOF_5.8_15.3,Which object was put down by the person?,2,Interaction_T1_1765,Interaction_T1,The laptop.,The cup/glass/bottle.,The dish.,The phone/camera.,The dish.
218,ZVRBL_0_6.1,Which object was tidied up by the person?,2,Interaction_T1_1780,Interaction_T1,The towel.,The blanket.,The table.,The clothes.,The table.
219,HT9YB_47_53,Which object was taken by the person?,1,Interaction_T1_1810,Interaction_T1,The paper/notebook.,The phone/camera.,The box.,The clothes.,The phone/camera.
220,LUQWY_24.8_33.1,Which object was closed by the person?,3,Interaction_T1_1811,Interaction_T1,The closet/cabinet.,The refrigerator.,The box.,The laptop.,The laptop.
221,LUQWY_0.9_6.6,Which object was taken by the person?,0,Interaction_T1_1812,Interaction_T1,The laptop.,The sandwich.,The shoe.,The pillow.,The laptop.
222,LD6TD_12.2_18.3,Which object was closed by the person?,1,Interaction_T1_1826,Interaction_T1,The window.,The book.,The closet/cabinet.,The box.,The book.
223,RQRRD_7.5_12.9,Which object was closed by the person?,2,Interaction_T1_1872,Interaction_T1,The door.,The window.,The box.,The closet/cabinet.,The box.
224,RQRRD_5.9_11.1,Which object was opened by the person?,3,Interaction_T1_1873,Interaction_T1,The book.,The door.,The refrigerator.,The box.,The box.
225,3CLVI_16.8_24.3,Which object was tidied up by the person?,0,Interaction_T1_1886,Interaction_T1,The closet/cabinet.,The table.,The blanket.,The clothes.,The closet/cabinet.
226,J7BOV_4.6_11.9,Which object was put down by the person?,3,Interaction_T1_1897,Interaction_T1,The laptop.,The food.,The clothes.,The phone/camera.,The phone/camera.
227,M8OYC_18.1_27.1,Which object was tidied up by the person?,0,Interaction_T1_1911,Interaction_T1,The closet/cabinet.,The blanket.,The clothes.,The broom.,The closet/cabinet.
228,UY0SK_3.8_8.6,Which object was taken by the person?,2,Interaction_T1_1941,Interaction_T1,The box.,The bag.,The paper/notebook.,The cup/glass/bottle.,The paper/notebook.
229,UY0SK_10.9_16.5,Which object was put down by the person?,1,Interaction_T1_1942,Interaction_T1,The clothes.,The paper/notebook.,The book.,The food.,The paper/notebook.
230,DPLMM_7.1_13.2,Which object was put down by the person?,1,Interaction_T1_1943,Interaction_T1,The paper/notebook.,The pillow.,The dish.,The blanket.,The pillow.
231,DPLMM_4.1_13.6,Which object was lied on by the person?,0,Interaction_T1_1944,Interaction_T1,The floor.,The bed.,The broom.,The sofa/couch.,The floor.
232,DPLMM_0_8.4,Which object was sat on by the person?,2,Interaction_T1_1945,Interaction_T1,The table.,The bed.,The floor.,The sofa/couch.,The floor.
233,DPLMM_7.5_12.8,Which object was taken by the person?,2,Interaction_T1_1946,Interaction_T1,The laptop.,The bag.,The pillow.,The phone/camera.,The pillow.
234,HXUI5_34_39,Which object was taken by the person?,0,Interaction_T1_1951,Interaction_T1,The phone/camera.,The clothes.,The sandwich.,The blanket.,The phone/camera.
235,HXUI5_11.9_18.3,Which object was taken by the person?,3,Interaction_T1_1952,Interaction_T1,The laptop.,The cup/glass/bottle.,The food.,The clothes.,The clothes.
236,1TIAK_8.3_12.5,Which object was taken by the person?,3,Interaction_T1_1959,Interaction_T1,The cup/glass/bottle.,The laptop.,The bag.,The paper/notebook.,The paper/notebook.
237,3B97C_12_18.7,Which object was put down by the person?,0,Interaction_T1_1962,Interaction_T1,The laptop.,The clothes.,The cup/glass/bottle.,The phone/camera.,The laptop.
238,UYZKX_21.2_26.9,Which object was thrown by the person?,3,Interaction_T1_1966,Interaction_T1,The box.,The shoe.,The pillow.,The blanket.,The blanket.
239,74GN1_25.9_33.6,Which object was put down by the person?,0,Interaction_T1_1968,Interaction_T1,The food.,The clothes.,The dish.,The laptop.,The food.
240,W7CR5_4.2_11.2,Which object was thrown by the person?,0,Interaction_T1_1976,Interaction_T1,The towel.,The broom.,The pillow.,The box.,The towel.
241,WP5RH_6.8_16.1,Which object was taken by the person?,3,Interaction_T1_1987,Interaction_T1,The laptop.,The towel.,The book.,The bag.,The bag.
242,K9UXS_17.6_24.8,Which object was taken by the person?,2,Interaction_T1_2000,Interaction_T1,The food.,The dish.,The blanket.,The cup/glass/bottle.,The blanket.
243,K9UXS_22_31,Which object was tidied up by the person?,3,Interaction_T1_2001,Interaction_T1,The table.,The clothes.,The towel.,The blanket.,The blanket.
244,FQGW4_1.4_8.4,Which object was thrown by the person?,1,Interaction_T1_2041,Interaction_T1,The broom.,The shoe.,The food.,The blanket.,The shoe.
245,D1NT7_10.8_18.6,Which object was put down by the person?,2,Interaction_T1_2063,Interaction_T1,The food.,The clothes.,The box.,The shoe.,The box.
246,D1NT7_9.4_14.3,Which object was closed by the person?,2,Interaction_T1_2064,Interaction_T1,The door.,The laptop.,The box.,The closet/cabinet.,The box.
247,1FIGA_9.6_15.1,Which object was closed by the person?,1,Interaction_T1_2118,Interaction_T1,The door.,The box.,The book.,The refrigerator.,The box.
248,1FIGA_15.5_23.7,Which object was put down by the person?,3,Interaction_T1_2119,Interaction_T1,The clothes.,The food.,The phone/camera.,The book.,The book.
249,W8XQ9_0.2_5.8,Which object was tidied up by the person?,2,Interaction_T1_2122,Interaction_T1,The towel.,The clothes.,The table.,The blanket.,The table.
250,S673O_0_3.2,Which object was lied on by the person?,0,Interaction_T1_2169,Interaction_T1,The sofa/couch.,The bed.,The floor.,The paper/notebook.,The sofa/couch.
251,DWHPO_27.4_31,Which object was taken by the person?,0,Interaction_T1_2183,Interaction_T1,The phone/camera.,The paper/notebook.,The book.,The cup/glass/bottle.,The phone/camera.
252,DWHPO_15.7_21.3,Which object was put down by the person?,2,Interaction_T1_2184,Interaction_T1,The dish.,The cup/glass/bottle.,The phone/camera.,The towel.,The phone/camera.
253,2PREF_0_6,Which object was put down by the person?,1,Interaction_T1_2210,Interaction_T1,The shoe.,The dish.,The clothes.,The sandwich.,The dish.
254,2PREF_10.1_15.2,Which object was closed by the person?,3,Interaction_T1_2211,Interaction_T1,The door.,The laptop.,The book.,The closet/cabinet.,The closet/cabinet.
255,T1CQE_21.4_29.9,Which object was taken by the person?,3,Interaction_T1_2219,Interaction_T1,The cup/glass/bottle.,The clothes.,The paper/notebook.,The laptop.,The laptop.
256,T1CQE_30.9_37,Which object was opened by the person?,2,Interaction_T1_2220,Interaction_T1,The bag.,The window.,The laptop.,The door.,The laptop.
257,2WGSN_14_23.3,Which object was taken by the person?,3,Interaction_T1_2223,Interaction_T1,The pillow.,The clothes.,The blanket.,The towel.,The towel.
258,KV99H_1_6,Which object was taken by the person?,1,Interaction_T1_2225,Interaction_T1,The blanket.,The bag.,The dish.,The clothes.,The bag.
259,KV99H_8_13,Which object was taken by the person?,0,Interaction_T1_2226,Interaction_T1,The shoe.,The blanket.,The box.,The laptop.,The shoe.
260,EDVAM_10.2_16,Which object was closed by the person?,3,Interaction_T1_2227,Interaction_T1,The closet/cabinet.,The laptop.,The door.,The window.,The window.
261,EDVAM_0_7,Which object was sat on by the person?,1,Interaction_T1_2228,Interaction_T1,The table.,The sofa/couch.,The floor.,The bed.,The sofa/couch.
262,TJBGM_15.6_20.8,Which object was taken by the person?,3,Interaction_T1_2269,Interaction_T1,The box.,The bag.,The food.,The book.,The book.
263,YMGGV_11.7_17.9,Which object was taken by the person?,2,Interaction_T1_2320,Interaction_T1,The picture.,The book.,The blanket.,The laptop.,The blanket.
264,YMGGV_0_5.7,Which object was sat on by the person?,3,Interaction_T1_2321,Interaction_T1,The bed.,The floor.,The table.,The sofa/couch.,The sofa/couch.
265,C5BMA_29_34,Which object was put down by the person?,1,Interaction_T1_2322,Interaction_T1,The food.,The sandwich.,The towel.,The picture.,The sandwich.
266,C5BMA_28.8_34,Which object was thrown by the person?,3,Interaction_T1_2323,Interaction_T1,The pillow.,The blanket.,The book.,The food.,The food.
267,LW5O6_9.5_16,Which object was taken by the person?,3,Interaction_T1_2326,Interaction_T1,The food.,The cup/glass/bottle.,The blanket.,The bag.,The bag.
268,CXSYS_5.4_10.1,Which object was put down by the person?,3,Interaction_T1_2331,Interaction_T1,The towel.,The pillow.,The cup/glass/bottle.,The bag.,The bag.
269,MD6P2_0_8.8,Which object was eaten by the person?,0,Interaction_T1_2334,Interaction_T1,The medicine.,The towel.,The pillow.,The sandwich.,The medicine.
270,MD6P2_5_13.4,Which object was opened by the person?,3,Interaction_T1_2335,Interaction_T1,The door.,The book.,The laptop.,The box.,The box.
271,HOI88_11.7_21.6,Which object was sat on by the person?,1,Interaction_T1_2337,Interaction_T1,The table.,The sofa/couch.,The bed.,The floor.,The sofa/couch.
272,AEZDA_7.3_13,Which object was thrown by the person?,1,Interaction_T1_2338,Interaction_T1,The towel.,The bag.,The food.,The shoe.,The bag.
273,AEZDA_5.5_13.6,Which object was put down by the person?,2,Interaction_T1_2339,Interaction_T1,The pillow.,The paper/notebook.,The bag.,The food.,The bag.
274,0MFAM_22.9_28.3,Which object was taken by the person?,3,Interaction_T1_2345,Interaction_T1,The box.,The book.,The cup/glass/bottle.,The broom.,The broom.
275,WOD0G_10.8_20.2,Which object was put down by the person?,3,Interaction_T1_2354,Interaction_T1,The dish.,The food.,The cup/glass/bottle.,The towel.,The towel.
276,WXUZK_1.9_11.1,Which object was thrown by the person?,0,Interaction_T1_2357,Interaction_T1,The clothes.,The bag.,The book.,The shoe.,The clothes.
277,GXIWH_7.5_16.1,Which object was taken by the person?,1,Interaction_T1_2359,Interaction_T1,The dish.,The cup/glass/bottle.,The bag.,The clothes.,The cup/glass/bottle.
278,FCBEQ_4.6_13,Which object was put down by the person?,0,Interaction_T1_2382,Interaction_T1,The food.,The shoe.,The bag.,The clothes.,The food.
279,NM65M_4.3_10.4,Which object was taken by the person?,2,Interaction_T1_2407,Interaction_T1,The phone/camera.,The food.,The pillow.,The laptop.,The pillow.
280,NM65M_12.1_16.9,Which object was thrown by the person?,0,Interaction_T1_2408,Interaction_T1,The blanket.,The clothes.,The shoe.,The pillow.,The blanket.
281,NM65M_12.6_17,Which object was put down by the person?,2,Interaction_T1_2409,Interaction_T1,The book.,The dish.,The blanket.,The cup/glass/bottle.,The blanket.
282,RXLKF_1.8_9.4,Which object was sat on by the person?,3,Interaction_T1_2413,Interaction_T1,The bed.,The table.,The floor.,The sofa/couch.,The sofa/couch.
283,19PNV_14.7_21.3,Which object was taken by the person?,3,Interaction_T1_2421,Interaction_T1,The bag.,The laptop.,The pillow.,The blanket.,The blanket.
284,NVGDG_9.8_16.8,Which object was sat on by the person?,3,Interaction_T1_2424,Interaction_T1,The floor.,The bed.,The table.,The sofa/couch.,The sofa/couch.
285,NVGDG_13_17.3,Which object was taken by the person?,3,Interaction_T1_2425,Interaction_T1,The broom.,The clothes.,The towel.,The blanket.,The blanket.
286,LOSLI_7.8_14,Which object was put down by the person?,3,Interaction_T1_2428,Interaction_T1,The phone/camera.,The picture.,The cup/glass/bottle.,The clothes.,The clothes.
287,LOSLI_5.6_14.1,Which object was taken by the person?,0,Interaction_T1_2429,Interaction_T1,The clothes.,The sandwich.,The dish.,The cup/glass/bottle.,The clothes.
