,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
178,3179829544,why did the man in stripes move aside in the middle of the video,3179829544_CW_4,turn to watch baby move,3179829544,CW,laughing,turn to watch baby move,take his glove,to take the picture,look at someone
179,5866354734,why did the girl pass the toy to the lady before she jumps up and down,5866354734_CW_7,help her hold,5866354734,CW,help her hold,playing the game,encourage lady to join her,bored of throwing,challenge herself
180,2973658146,why did the boy put his hand into the cup,2973658146_CW_7,wants to wet his hand,2973658146,CW,to pick bottle up,see if he spill,drink,to eat the ice cream,wants to wet his hand
181,3350647572,what did the girl do with the plush after she turned around with it,3350647572_TN_6,put toy s hand on the wall,3350647572,TN,touches his head,crawl,put toy s hand on the wall,moves the camera around,close the door
182,4688033528,why is the man holding a paper in his lap,4688033528_CW_0,read from it,4688033528,CW,help his speech,reading book,they are tourists,read from it,play
183,8484188496,what do the men on stage do after twirling with one hand in the air near the middle,8484188496_TN_1,face the audience,8484188496,TN,standing in the middle,face the audience,sway his body,sway along with music,performing
184,9970084224,why did the black dog with leash stare at the skinny small white dog when it walked past it,9970084224_CW_1,curious,9970084224,CW,curious,wanted to hug the dog,wanted to pass a dog bone,check if the convoy is ready to go,want to play with it
185,4829041184,why does the dog pick up the bottle with it s mouth,4829041184_CW_2,to return to the owner,4829041184,CW,trying to bite,wants to drink from the bottle,to return to the owner,wants to throw the bottle away,showing affection
186,3134592560,how did the boy react after putting the strawberry on the cake,3134592560_TN_0,smiling,3134592560,TN,raise hands,run away,eat,bite,smiling
187,2774585614,why did the little girl hit the glass at the end of the video,2774585614_CW_2,attract the fish,2774585614,CW,attract the fish,indicating to the camera man,pick something up,sneeze,pick up hat
188,5443388088,what does the man with beard do after gently shaking his wine glass at the end,5443388088_TN_7,talk to the camera,5443388088,TN,drink,talk to the camera,thumb up,happy,yawn
189,4458565343,why does the man in white carry a camera,4458565343_CW_2,taking video,4458565343,CW,stylish,wet by the sea,taking video,look at his guitar fingering,sunny weather
190,3508141028,why did the girl in blue touch the paper on the piano when she moved her hands away form the piano,3508141028_CW_5,change page,3508141028,CW,playing piano,to lick its body,change page,take photos,take candles out
191,7751455900,what does the baby do after picking up the yellow stick,7751455900_TN_6,shake it,7751455900,TN,pick up another toy,shake it,turn one round,excited,hit toy
192,5298163149,what did the boy in red do after putting the fork and spoon he was raising in the air into the red box at the end,5298163149_TN_7,crawl,5298163149,TN,take out of basket,take out phone,crawl,put egg on the ground,claps
193,4250392878,why did the man move the child s hand further up the hammer handle while they were hitting the second screw in,4250392878_CW_7,playing with child,4250392878,CW,playing percussion,feeling rhythm,to hit drum,detach it from the fish,playing with child
194,11277503743,how did the children pose in front of the camera at the end,11277503743_CH_9,hold card up,11277503743,CH,share the toy,intrigued,hold card up,kiss baby,push with stroller
195,3400557969,why did the man in black carry his white surf board and go towards the waters again near the end,3400557969_CW_7,start surfing again,3400557969,CW,take food,start surfing again,resting,push himself forward,go deeper
196,3832090694,what does the elephant do after reaching its stop,3832090694_TN_6,go to woman in blue,3832090694,TN,step backwards,hit the smaller elephant,turn his body,leave the bed,go to woman in blue
197,3676488640,why did the baby hit the table after sitting on the feeding chair for some time,3676488640_CW_0,bored,3676488640,CW,someone splash water,bored,fasicnated by bottle,to call the cat,laughing
198,4443349080,how does the boy in blue move the ball across the garden,4443349080_CH_1,kicking,4443349080,CH,kicking,obstacle course,hit it with racket,throw it,stumble with hands
199,9921053695,why did the lady with white bottle smiled after she finished her milk,9921053695_CW_6,happy to play,9921053695,CW,find baby cute,wants more,happy to play,happy to dance with each other,agree
200,7973772218,what did the boy do after beating the girl,7973772218_TN_10,climb up from the chair,7973772218,TN,walks away,keep the toy aside,climb up from the chair,watch her,swim
201,2415116705,what did the man with yellow head accesorry do after the lady put her hand into the bucket at the beginning,2415116705_TN_5,dip hands back,2415116705,TN,drink from cup,point to the lady in black,dip hands back,watch,throw and catch towel
202,6623776437,why is the man in black shirt looking down at the toy near the end of the video,6623776437_CW_6,untie the toy,6623776437,CW,pass man in yellow a present,man in grey walked up,to be closer to the microphone,untie the toy,breakdancing
203,3246498270,why is the baby crawling on the floor at the beginning,3246498270_CW_6,to get the bottle,3246498270,CW,playing with dog,to get the bottle,enjoy playing the bowl,go somewhere else,hide
204,3136263720,what does the baby do after the man throws the wrappers in front of it,3136263720_TN_9,throws the wrappers,3136263720,TN,throws the wrappers,bend down to pick it,puts his face next to baby,pick up the other side,turn towards the toy
205,4513212069,why is the baby lying on a bed,4513212069_CW_3,relax,4513212069,CW,playing with baby,support baby,for the dogs to rest,relax,dancing
206,4277853330,why is the man caressing for the bird,4277853330_CW_1,show his affection,4277853330,CW,produce higher vioce,performing,show his affection,to help him hit the plate,unable to talk
207,9720272113,what does the boy in white pants do after playing rock paper scissors,9720272113_TN_7,wave hands around,9720272113,TN,sitting,enter the room,pat baby s tummy,wave hands around,get up and continue dancing
208,6197272373,why did the girl in yellow put down her glass at the beginning of the video,6197272373_CW_4,finished drinking,6197272373,CW,because glass is heavy,finished drinking,wants to play with the toy,wants to throw the glass away,attracted by crocodile
209,9576113974,what does the man do after putting down the kid in blue,9576113974_TN_8,carry kid in yellow,9576113974,TN,touch the water,come and stand on the stool,carry kid in yellow,slap his hand on the floor,pose
210,6335467068,why is the lady in blue smiling,6335467068_CW_9,talking to lady in white,6335467068,CW,talking to lady in white,reading funny book,looking at baby,posing for photo,eager to hold the baby
211,4688033528,what does the man in blue do after reading the paper for a while at the end,4688033528_TN_11,looks up,4688033528,TN,looks up,follow man in checkered shirt,turn to look at the sea,clap,ski down
212,3191035895,why is baby smiling and laughing,3191035895_CW_3,getting tickled,3191035895,CW,enjoying dance,dancing happily,lady tickles him,getting tickled,having fun
213,2401981865,what does the man do after the baby touches his beard at the end,2401981865_TN_8,bite baby stomach,2401981865,TN,pet body,sit down,bite baby stomach,lift the baby to camera,put hamster into a pit
214,3322267252,how is the man in red supporting the camera at the end,3322267252_CH_7,hold with hands,3322267252,CH,hug the camera,put on table,hold with hands,microphone,raise both his hands
215,8223287911,why did the lady approached the baby,8223287911_CW_6,carry baby,8223287911,CW,to make baby sit on her lap,carry baby,play with her,to guide the baby,holding up her toy
216,3522761604,why did the lady in blue pick up a piece of fruit from the cake,3522761604_CW_8,to feed baby,3522761604,CW,her birthday,to feed baby,agree,for her to distribute,ask for guidance
217,5768622177,how did the boy prevent crashing into the glass door,5768622177_CH_2,turn right,5768622177,CH,turn right,jump up,with toy,cusion,spinning
218,3718722735,why is the green shirt woman bending down beside the water,3718722735_CW_1,holding orange shirt baby,3718722735,CW,to remove things from the table,holding orange shirt baby,assist the girl,do nt want to wet shoe,tidy her hair
219,9251779370,why is the lady in black beside the man moving the paper in her hand,9251779370_CW_7,gesture and reading the menu,9251779370,CW,attract the attention of others,check her notes,keep track of her reading,gesture and reading the menu,listening attentively
